,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
0,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,80b7286a-862a-4185-a5a1-aaf09d6d0779,8609e207-3320-4dc5-b1eb-163ba75c510e,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},2,2088,2129,"Former UK Ambassador to Syria, Peter Ford"
1,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,80b7286a-862a-4185-a5a1-aaf09d6d0779,8609e207-3320-4dc5-b1eb-163ba75c510e,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},2,2088,2318,"Former UK Ambassador to Syria, Peter Ford, described the statement as a thinly veiled cry of solidarity for Al-Qaeda in Syria, \u201cThere is not a word here with which Hayat Tahrir Ash Sham, the dominant jihadi group, would not concur"
2,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,80b7286a-862a-4185-a5a1-aaf09d6d0779,ac81d758-66b7-4bda-a0b3-c2750f1b99f7,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},2,3727,3770,"Raed Saleh, the leader of the White Helmets"
3,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,80b7286a-862a-4185-a5a1-aaf09d6d0779,ac81d758-66b7-4bda-a0b3-c2750f1b99f7,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},2,3727,4190,"Raed Saleh, the leader of the White Helmets, was recently given a platform in the Senate to \u201c[feed] the Senate Foreign Relations Committee the talking points that it should adopt.\u201d Saleh\u2019s highly politicized speech is echoed in his tweet, instrumentalising the coronavirus crisis to further amplify the talking points historically and fraudulently used to criminalize the Syrian government while airbrushing Nusra Front/Al-Qaeda from the Syrian conflict landscape"
4,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,80b7286a-862a-4185-a5a1-aaf09d6d0779,c604fe86-bd8c-498d-9281-f050412876e4,EasyTriage2021_02_18_v4,Language,1,,{},2,219,239,cynical exploitation
5,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,80b7286a-862a-4185-a5a1-aaf09d6d0779,c604fe86-bd8c-498d-9281-f050412876e4,EasyTriage2021_02_18_v4,Language,1,,{},2,1877,1887,media hype
0,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,45fa251a-a310-4bac-9165-af0764d73dca,53f41af2-dc14-4f97-8a28-b7a0b1165b8f,HardTriage2021_03_12,Arguments,1,,{},5,174,301,The White Helmet \u2018coronavirus campaign\u2019 is a cynical exploitation of the pandemic to weaponize it against the Syrian government
1,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,45fa251a-a310-4bac-9165-af0764d73dca,53f41af2-dc14-4f97-8a28-b7a0b1165b8f,HardTriage2021_03_12,Arguments,1,,{},5,397,596,Five cases of coronavirus have now been reported by the health ministry in Syria. The country is subject to a curfew from 6pm to 6am as of March 25. Syria braces itself for a potential medical crisis
2,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,45fa251a-a310-4bac-9165-af0764d73dca,53f41af2-dc14-4f97-8a28-b7a0b1165b8f,HardTriage2021_03_12,Arguments,1,,{},5,865,1089,"Hospitals and medical care centers have been targeted and occupied by the extremist armed groups throughout Syria, further reducing the Syrian state-ability to deal with the looming threat of an apparently rapacious pandemic"
3,ESTF_Articles_3/2021-03-25/WhiteHelmetsUseCOVIDCrisis.txt,530712322,WhiteHelmetsUseCOVIDCrisis.txt,9e0254a5a0f572f0247d4ccafee0a4deb3241c8bdc31a42b2d19f061c3723894,5055,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,45fa251a-a310-4bac-9165-af0764d73dca,53f41af2-dc14-4f97-8a28-b7a0b1165b8f,HardTriage2021_03_12,Arguments,1,,{},5,2391,2604,The Al-Qaeda-linked White Helmets group have sprung into action to defend the sanctions regime and to effectively condemn the huge majority of Syrian people to further misery should the pandemic take hold in Syria
