,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
0,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,6cf51c38-ba7f-40b4-869a-f7026ced8f20,HardTriage2021_03_12,Arguments,1,,{},2,397,592,"The US-led international coalition has conducted airstrikes on a camp next to the Syrian village of Baghouz, Deir-ez-Zor province, killing about 50 people, according to the state news agency SANA"
1,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,6cf51c38-ba7f-40b4-869a-f7026ced8f20,HardTriage2021_03_12,Arguments,1,,{},2,163,394,"Earlier in February, Syrian media reported that air strikes by the US-led international coalition on a refugee camp in the Syrian village of Baghouz in the country's southeast had killed or injured at least 80 civilians in two days"
2,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,c5fe03f1-b83a-44f7-a080-671c764e8056,HardTriage2021_03_12,Arguments,2,,{},3,595,849,The strike comes after the Syrian Foreign Ministry reportedly blamed the United States and the US-led coalition of crimes against humanity in connection with massive air strikes on the Syrian village of Baghouz in February that killed dozens of civilians
3,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,c5fe03f1-b83a-44f7-a080-671c764e8056,HardTriage2021_03_12,Arguments,2,,{},3,852,1000,"The US-led coalition has recently stepped up its airstrikes in the Syrian town, which is one of the last pockets of territory held by the terrorists"
4,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,c5fe03f1-b83a-44f7-a080-671c764e8056,HardTriage2021_03_12,Arguments,2,,{},3,1003,1136,Syria and Iraq have become a foothold for the US-led coalition of more than 70 countries to conduct military operations against Daesh
5,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,7bd742bb-77e7-4481-afd2-ca56017f84ef,HardTriage2021_03_12,Evidence,1,,{},1,339,394,had killed or injured at least 80 civilians in two days
6,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,ecb2cc1a-4662-4b1b-b367-fed16b0ea78d,HardTriage2021_03_12,Evidence,2,,{},1,528,551,killing about 50 people
7,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,82f2aa77-0d1b-47a7-bda1-576ca77e62f4,88efa7a8-ba2e-4428-9277-9a660fdddb75,HardTriage2021_03_12,Needs Fact-Check,1,,{},1,1139,1273,The coalition's operations in Syria have not been authorised by the government of President Bashar al-Assad or the UN Security Council
0,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,001f61e5-0efb-4104-a7e0-d9b5f90319f8,56e13a41-abeb-4593-be9b-ecf188634a19,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},2,184,196,Syrian media
1,ESTF_Articles_3/2021-03-25/USLedCoalitionStrikeOn.txt,530712319,USLedCoalitionStrikeOn.txt,33e72546defda755503017ef11d9283b09a2ba2b312c325f2f208f0c5d05045e,1275,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,001f61e5-0efb-4104-a7e0-d9b5f90319f8,56e13a41-abeb-4593-be9b-ecf188634a19,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},2,184,394,Syrian media reported that air strikes by the US-led international coalition on a refugee camp in the Syrian village of Baghouz in the country's southeast had killed or injured at least 80 civilians in two days
