,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
0,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,4ec414d8-234f-461d-bd13-e0b185d6a990,4e1614e4-906a-4330-9b71-0fbf66678b9c,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},1,917,992,"Reporter Feras Karam announced before the event, that it was going to occur"
1,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,4ec414d8-234f-461d-bd13-e0b185d6a990,dcc3b1e6-8274-4549-b7e0-499d345095d4,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},1,1333,1834,"Damian Walker, a former army bomb disposal officer, made these observations:\n\nWhen I initially read that sarin nerve agent had been used in an attack on Idlib, I was surprised that the chemical warfare agent had been identified so quickly.\n\nOn watching the video of the incident, I quickly concluded that it was unlikely a sarin attack. If it was the first responders would also have been killed, and the victims\u2019 symptoms appeared to be the result of a \u201cchoking agent\u201d, and not a military grade agent"
2,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,4ec414d8-234f-461d-bd13-e0b185d6a990,66efde76-fb01-4e91-9f85-608b20be22fe,EasyTriage2021_02_18_v4,Language,1,,{},1,2196,2205,infesting
0,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c545dc49-2fe5-40f3-ba49-d932b7f2c236,HardTriage2021_03_12,Arguments,1,,{},6,105,283,There are too many red flags about the chemical weapons attack in northern Syria to believe the official version of events that immediately assigned guilt to the Assad government
1,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c545dc49-2fe5-40f3-ba49-d932b7f2c236,HardTriage2021_03_12,Arguments,1,,{},6,863,992,"Was there foreknowledge of the event? Apparently so.\n\nReporter Feras Karam announced before the event, that it was going to occur"
2,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c545dc49-2fe5-40f3-ba49-d932b7f2c236,HardTriage2021_03_12,Arguments,1,,{},6,995,1286,"And what about the chemical agent itself? The hasty conclusion that the gas was sarin is unreasonable, not only because the conclusion was reached almost immediately, but also because videos of the alleged victims contradict symptoms that would normally be associated with sarin gas exposure"
3,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c545dc49-2fe5-40f3-ba49-d932b7f2c236,HardTriage2021_03_12,Arguments,1,,{},6,1411,1834,"When I initially read that sarin nerve agent had been used in an attack on Idlib, I was surprised that the chemical warfare agent had been identified so quickly.\n\nOn watching the video of the incident, I quickly concluded that it was unlikely a sarin attack. If it was the first responders would also have been killed, and the victims\u2019 symptoms appeared to be the result of a \u201cchoking agent\u201d, and not a military grade agent"
4,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c545dc49-2fe5-40f3-ba49-d932b7f2c236,HardTriage2021_03_12,Arguments,1,,{},6,1837,2065,"At the very least, the totality of these red flags demands an independent investigation, which would likely take weeks, rather than hours. Failing this, the reasonable conclusion would be that the incident was a false flag event"
5,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c545dc49-2fe5-40f3-ba49-d932b7f2c236,HardTriage2021_03_12,Arguments,1,,{},6,2172,2333,"accusations are already infesting mainstream media narratives, so the more likely outcome is that the incident will be used to falsely blame the Assad government"
6,ESTF_Articles_3/2021-03-25/SyriaChemicalWeaponsRedFlags.txt,530712309,SyriaChemicalWeaponsRedFlags.txt,ca2bf934cb8732aaeaef2fb76750e0d7987c625c54b72e5d1cde4ad9ac405461,2443,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,1aed9c32-ff10-4058-ad8f-057dc351b78e,c1c9c2c4-dd9a-4a26-8435-f75a0c0fd090,HardTriage2021_03_12,Arguments,2,,{},4,286,499,"Each of the red flags, on the other hand, strongly suggests that the incident was (yet another) false flag operation perpetrated by the terrorists with a view to destroying the peace process and prolonging the war"
