,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
0,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,a30e9e5b-a680-4f40-b933-08d82294bbb1,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},4,134,192,Organization for the Prohibition of Chemical Weapons (OPCW
1,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,a30e9e5b-a680-4f40-b933-08d82294bbb1,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},4,130,773,"The Organization for the Prohibition of Chemical Weapons (OPCW) has confirmed the traces of the sarin gas used in Syria are not linked with the Syrian government\u2019s former stockpile of chemical weapons. The report corroborates the Syrian government\u2019s assertions that the faction responsible for the chemical attack, as well as 11 other instances of chemical weapons use, was the Syrian opposition.\n\nThe report also substantiates last month\u2019s claims from Ahmed al-Gaddafi al-Qahsi, cousin of Muammar Gaddafi, who said that the chemical weapons used in the incident had been stolen from Libya and later smuggled into Syria via Turkey by militants"
2,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,a30e9e5b-a680-4f40-b933-08d82294bbb1,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},4,981,1284,"In one instance, analysis of some blood samples indicates that individuals were at some point exposed to sarin or a sarin-like substance\u201d said Ahmet Uzumcu, the head of the OPCW. He later added that the sarin gas examined bore different characteristics to the one formerly owned by the Syrian government"
3,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,a30e9e5b-a680-4f40-b933-08d82294bbb1,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},4,1124,1158,"Ahmet Uzumcu, the head of the OPCW"
4,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,ada5773e-da5f-4fe3-9722-4eeabd4daf89,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},2,1852,1881,Syrian Arab News Agency (SANA
5,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,ada5773e-da5f-4fe3-9722-4eeabd4daf89,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},2,1848,2189,the Syrian Arab News Agency (SANA) reported that the Syrian Army had seized chemical gas equipment from a militant field hospital in the western port city of Latakia. It cited a field commander stating that the nature of the equipment suggested militants had been planning to carry out chemical or biological attacks and blame the government
6,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,516d38d8-5e37-4e6e-968f-48bffc7808bb,EasyTriage2021_02_18_v4,Quoted Sources,3,,{},2,583,635,"Ahmed al-Gaddafi al-Qahsi, cousin of Muammar Gaddafi"
7,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,e2edd7f1-5636-4938-ae0a-926f8dfefbfc,516d38d8-5e37-4e6e-968f-48bffc7808bb,EasyTriage2021_02_18_v4,Quoted Sources,3,,{},2,583,773,"Ahmed al-Gaddafi al-Qahsi, cousin of Muammar Gaddafi, who said that the chemical weapons used in the incident had been stolen from Libya and later smuggled into Syria via Turkey by militants"
0,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,c9889a3a-e81f-44ff-ab04-a55ae2c06d9a,4b3154d9-7e9f-4f6c-8b3b-94c4c66fb9f0,HardTriage2021_03_12,Arguments,1,,{},4,130,525,"The Organization for the Prohibition of Chemical Weapons (OPCW) has confirmed the traces of the sarin gas used in Syria are not linked with the Syrian government\u2019s former stockpile of chemical weapons. The report corroborates the Syrian government\u2019s assertions that the faction responsible for the chemical attack, as well as 11 other instances of chemical weapons use, was the Syrian opposition"
1,ESTF_Articles_3/2021-03-25/OPCWReportRebelsUsedChemical.txt,530712317,OPCWReportRebelsUsedChemical.txt,6ce642119f53b44134ee60315e141fbc257e23d295334714c5b884c7a5609507,2191,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,c9889a3a-e81f-44ff-ab04-a55ae2c06d9a,4b3154d9-7e9f-4f6c-8b3b-94c4c66fb9f0,HardTriage2021_03_12,Arguments,1,,{},4,528,773,"The report also substantiates last month\u2019s claims from Ahmed al-Gaddafi al-Qahsi, cousin of Muammar Gaddafi, who said that the chemical weapons used in the incident had been stolen from Libya and later smuggled into Syria via Turkey by militants"
