,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
0,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,df541532-91c3-436e-ad5c-672f3d22dc38,HardTriage2021_03_12,Arguments,1,,{},4,5175,5562,"the radical left-wing CounterPunch news service who wrote honestly about Donald Trump and stated:\n\n\u201cHe is the first major political figure to call for \u201cAmerica First\u201d meaning non-interventionism. He not only denounces the trillions of dollars spent in wars, deplores the dead and wounded American soldiers, but also speaks of the Iraqi victims of a war launched by a Republican President"
1,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,df541532-91c3-436e-ad5c-672f3d22dc38,HardTriage2021_03_12,Arguments,1,,{},4,5565,5900,"He does so to a Republican public and manages to win its support. He denounces the empire of US military bases, claiming to prefer to build schools here in the United States. He wants good relations with Russia. He observes that the militarist policies pursued for decades have caused the United States to be hated throughout the world"
2,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,df541532-91c3-436e-ad5c-672f3d22dc38,HardTriage2021_03_12,Arguments,1,,{},4,5975,6094,"Another advantage of Trump: he is detested by the neoconservatives, who are the main architects of the present disaster"
3,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,df541532-91c3-436e-ad5c-672f3d22dc38,HardTriage2021_03_12,Arguments,1,,{},4,5903,5973,He calls Sarkozy a criminal who should be judged for his role in Libya
4,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,25244f6a-6fa4-4a96-b932-bef889126647,HardTriage2021_03_12,Arguments,2,,{},2,3869,4957,"So bad, and dangerous, in fact, has US media propaganda become, this report continues, that nearly all of the news warning the American people about how dangerous Hillary Clinton really is has been completely censored\u2014including an article by the internationally esteemed Australian journalist John Pilger whose 20 March article titled \u201cA World War has Begun: Break the Silence\u201d was censored by TruthOut.org who removed these words from it:\n\n\u201cTrump is a media hate figure. That alone should arouse our scepticism. Trump\u2019s views on migration are grotesque, but no more grotesque than David Cameron. It is not Trump who is the Great Deporter from the United States, but the Nobel Peace Prize winner Barack Obama \u2026 The danger to the rest of us is not Trump, but Hillary Clinton. She is no maverick. She embodies the resilience and violence of a system \u2026 As presidential election day draws near, Clinton will be hailed as the first female president, regardless of her crimes and lies\u2013 just as Barack Obama was lauded as the first black president and liberals swallowed his nonsense about \u201chope"
5,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,25244f6a-6fa4-4a96-b932-bef889126647,HardTriage2021_03_12,Arguments,2,,{},2,3626,3866,"President Putin\u2019s warnings to the American people that \u201cif it\u2019s Hillary Clinton, it\u2019s war\u201d and that their election is in danger of being stolen from them are being kept from these people by their countries propaganda mainstream media organs"
6,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,c168f252-938b-47d8-ae13-c2e97c8496ef,HardTriage2021_03_12,Reasoning,1,,{},1,283,304,the Bush Crime Family
7,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,1831308f-b89d-401c-b7e3-38c05d23f972,HardTriage2021_03_12,Reasoning,2,,{},1,1484,1548,the most serious scandal in American history (known as Chinagate
8,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,0c79c329-fafa-4af9-a73d-ecc17161e301,HardTriage2021_03_12,Reasoning,3,,{},1,2877,3194,"And in a \u201cpower move\u201d perfected by both the Bush and Clinton Crime families, this report says, within 7 hours of UN President Ashe being reported dead, top Bush family warhawk Brent Scowcroft declared he was throwing his Republican Party allegiance behind Hillary Clinton, and not his own parties nominee Donald Trump"
9,ESTF_Articles/2021-03-10/BushFamilyRushesToHillary.txt.txt,530712091,BushFamilyRushesToHillary.txt.txt,2183c12da70a40cb7d00a30b9c2f394ca66ce8b895bb78c43614659c6fc28f3d,6274,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,574176c9-0b93-41a9-a789-5117d3fd74bd,Copied from  241 (Elaine B. Kliner) at 2021-05-14T015457,True,08ca1556-3579-44c7-8982-3e86d3bb3666,f9a452bc-b93c-49ec-81f8-8bf6f48e2a5c,HardTriage2021_03_12,Reasoning,4,,{},1,3560,3866,"Even worse in the United States, SVR analysts in this report say, President Putin\u2019s warnings to the American people that \u201cif it\u2019s Hillary Clinton, it\u2019s war\u201d and that their election is in danger of being stolen from them are being kept from these people by their countries propaganda mainstream media organs"
